,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,Tel Aviv-Yafo,32.0805,34.7805,55.0,71,0,3.44,IL,1618453853
270,College,64.8569,-147.8028,46.4,46,75,3.02,US,1618453854
271,Yatou,37.15,122.3833,55.78,40,46,20.15,CN,1618453854
272,Vila Franca do Campo,37.7167,-25.4333,57.2,88,20,6.91,PT,1618453855
273,Iranshahr,27.2025,60.6848,77.0,27,0,4.61,IR,1618453855
274,Qaqortoq,60.7167,-46.0333,32.0,74,23,1.14,GL,1618453855
275,Inhambane,-23.865,35.3833,70.97,80,1,2.93,MZ,1618453856
276,Chokurdakh,70.6333,147.9167,7.74,81,83,6.58,RU,1618453856
277,Gornoye Loo,43.7129,39.6049,48.2,81,8,11.18,RU,1618453856
278,Grindavik,63.8424,-22.4338,44.6,93,90,24.16,IS,1618453750
279,Vammala,61.3333,22.9,24.8,93,0,1.14,FI,1618453857
280,Esim,4.8699,-2.2405,79.61,85,100,6.76,GH,1618453861
281,Luwingu,-10.2621,29.9271,60.19,97,99,4.29,ZM,1618453861
282,Vestmannaeyjar,63.4427,-20.2734,44.06,92,100,29.59,IS,1618453861
283,Rawson,-43.3002,-65.1023,66.92,47,77,7.07,AR,1618453849
284,Vietri sul Mare,40.6687,14.7253,48.99,47,70,4.0,IT,1618453862
285,Green Valley,31.8543,-110.9937,75.0,13,100,1.99,US,1618453658
286,Kamariótissa,40.4833,25.4667,59.0,94,20,20.29,GR,1618453863
287,Leningradskiy,69.3833,178.4167,14.22,88,86,5.68,RU,1618453864
288,Wilmington,34.2257,-77.9447,73.0,78,1,17.27,US,1618453616
289,Talnakh,69.4865,88.3972,11.68,92,100,11.52,RU,1618453865
290,Bubaque,11.2833,-15.8333,77.38,80,80,10.6,GW,1618453866
291,Ngong,-1.3618,36.6566,62.6,88,75,4.45,KE,1618453866
292,Luanda,-8.8368,13.2343,78.8,89,20,1.14,AO,1618453844
293,Pacifica,37.6138,-122.4869,57.0,76,1,4.61,US,1618453857
294,San Quintín,30.4833,-115.95,56.3,72,87,16.15,MX,1618453867
295,Kavaratti,10.5669,72.642,83.89,67,1,1.03,IN,1618453867
296,Le Port,-20.9373,55.2919,73.4,88,90,10.36,RE,1618453868
297,Tabou,4.423,-7.3528,79.79,83,100,4.5,CI,1618453868
298,Baruun-Urt,46.6806,113.2792,30.99,77,100,28.21,MN,1618453868
299,Puerto Madryn,-42.7692,-65.0385,68.04,45,98,9.64,AR,1618453869
300,Tonj,7.2737,28.6822,78.8,38,12,4.74,SS,1618453869
301,Dhībān,35.0365,40.5167,58.24,34,18,4.79,SY,1618453869
302,Diamantino,-14.4086,-56.4461,76.73,76,100,4.38,BR,1618453685
303,Miandrivazo,-19.5167,45.4667,73.62,89,81,1.12,MG,1618453870
304,Platteville,42.7342,-90.4785,39.99,75,90,8.05,US,1618453870
305,Kedrovyy,56.1667,91.8167,33.8,69,40,8.95,RU,1618453870
306,Pozo Colorado,-23.4923,-58.7972,75.61,65,2,5.79,PY,1618453871
307,Pimenta Bueno,-11.6725,-61.1936,74.37,93,100,1.95,BR,1618453871
308,Tessalit,20.1986,1.0114,84.24,9,2,5.66,ML,1618453871
309,Ishigaki,24.3448,124.1572,75.2,88,75,12.66,JP,1618453873
310,Sur,22.5667,59.5289,85.77,39,2,4.18,OM,1618453873
311,Ust'-Karsk,52.7011,118.8077,42.33,27,100,2.33,RU,1618453873
312,Mildura,-34.2,142.15,66.2,37,90,11.5,AU,1618453874
313,Xai-Xai,-25.0519,33.6442,65.46,93,0,3.29,MZ,1618453874
314,Petropavlovsk-Kamchatskiy,53.0452,158.6483,42.8,87,75,15.66,RU,1618453875
315,Susanville,40.4163,-120.653,53.6,15,20,10.36,US,1618453875
316,Moindou,-21.6924,165.677,77.0,83,90,11.5,NC,1618453875
317,Kayamkulam,9.1833,76.5,80.08,83,65,3.51,IN,1618453850
318,Ondo,7.1,4.8333,73.98,98,97,2.53,NG,1618453876
319,Pangnirtung,66.1451,-65.7125,-9.96,97,95,5.21,CA,1618453876
320,Turukhansk,65.8167,87.9833,23.63,95,100,23.11,RU,1618453876
321,Hobyo,5.3505,48.5268,81.36,69,96,9.08,SO,1618453877
322,Kulachi,31.9286,70.4592,78.24,39,100,3.94,PK,1618453877
323,Havre-St-Pierre,50.2334,-63.5986,32.0,100,1,3.44,CA,1618453877
324,Vidisha,23.5333,77.8167,75.2,46,40,8.05,IN,1618453878
325,Kemijärvi,66.7131,27.4306,26.4,84,27,7.52,FI,1618453878
326,Siemiatycze,52.4272,22.8623,39.99,90,100,1.01,PL,1618453885
327,Belaya Gora,68.5333,146.4167,14.14,75,82,5.26,RU,1618453886
328,Altay,47.8667,88.1167,46.6,32,32,1.83,CN,1618453887
329,Guánica,17.9716,-66.908,77.0,49,74,1.01,PR,1618453887
330,Jiexiu,37.0244,111.9125,64.44,21,67,21.32,CN,1618453888
331,Huntsville,34.7304,-86.5861,55.99,94,90,7.54,US,1618453596
332,Paamiut,61.994,-49.6678,23.47,77,57,27.83,GL,1618453888
333,Kiryat Gat,31.61,34.7642,57.0,75,6,0.67,IL,1618453888
334,Nynäshamn,58.9034,17.9479,32.0,93,91,8.59,SE,1618453889
335,Biryusinsk,55.9634,97.8235,30.83,85,100,12.01,RU,1618453889
336,Kidal,18.4411,1.4078,87.12,8,0,12.06,ML,1618453889
337,Colares,38.7992,-9.4469,60.01,92,100,4.72,PT,1618453890
338,Raja,8.4596,25.678,73.17,12,44,3.11,SS,1618453890
339,Zheshart,62.0731,49.5733,39.43,79,100,8.08,RU,1618453890
340,Iqaluit,63.7506,-68.5145,-2.2,71,1,13.8,CA,1618453891
341,Hong Kong,22.2855,114.1577,73.0,88,99,5.01,HK,1618453801
342,Cap Malheureux,-19.9842,57.6142,75.0,87,83,3.0,MU,1618453865
343,Gayny,60.3071,54.3241,46.71,83,69,8.7,RU,1618453891
344,Srednekolymsk,67.45,153.6833,17.11,68,12,8.41,RU,1618453892
345,Meulaboh,4.1363,96.1285,83.44,71,84,1.43,ID,1618453892
346,Richards Bay,-28.783,32.0377,71.31,89,48,7.92,ZA,1618453892
347,West Milford,41.1312,-74.3674,57.99,80,92,5.21,US,1618453624
348,Rocha,-34.4833,-54.3333,57.74,93,48,6.02,UY,1618453893
349,Santa Cruz,30.4202,-9.5982,62.6,77,0,5.75,MA,1618453749
350,Galle,6.0367,80.217,80.89,76,80,1.07,LK,1618453596
351,Itoman,26.1247,127.6694,73.4,64,75,10.36,JP,1618453893
352,Trelew,-43.249,-65.3051,68.23,37,63,8.23,AR,1618453894
353,Loralai,30.3705,68.598,68.22,32,92,3.24,PK,1618453894
354,Klyuchi,52.2667,79.1667,46.13,82,100,4.94,RU,1618453894
355,Kiama,-34.6833,150.8667,75.99,42,1,4.0,AU,1618453895
356,Warrnambool,-38.3833,142.4833,55.99,92,100,8.01,AU,1618453895
357,Bonavista,48.6499,-53.1147,32.0,93,7,2.3,CA,1618453895
358,Tura,25.5198,90.2201,87.28,39,92,6.6,IN,1618453896
359,Matagami,49.7502,-77.6328,44.6,93,90,10.36,CA,1618453896
360,Cabo San Lucas,22.8909,-109.9124,84.2,37,1,5.75,MX,1618453613
361,Dandong,40.1292,124.3947,55.76,46,15,18.12,CN,1618453897
362,Linxia Chengguanzhen,35.6003,103.2064,50.68,37,77,7.58,CN,1618453897
363,Ritchie,-29.038,24.6028,57.2,62,52,8.05,ZA,1618453897
364,Saint Paul Harbor,57.79,-152.4072,42.8,70,75,5.75,US,1618453898
365,Zaječar,43.9036,22.2641,39.99,74,96,10.63,RS,1618453898
366,Tieling,42.2931,123.8414,65.03,21,100,25.86,CN,1618453898
367,Comodoro Rivadavia,-45.8667,-67.5,59.0,38,0,14.97,AR,1618453899
368,Kyra,49.5776,111.9753,36.34,27,100,14.94,RU,1618453899
369,Languyan,5.2618,120.0807,85.91,66,59,9.93,PH,1618453899
370,Kumul,42.8,93.45,56.64,11,1,11.01,CN,1618453900
371,Atar,20.5169,-13.0499,74.68,23,91,9.35,MR,1618453900
372,Maceió,-9.6658,-35.7353,75.2,94,75,5.75,BR,1618453900
373,Faya,18.3851,42.4509,62.6,59,0,2.55,SA,1618453901
374,Mercedes,-34.6515,-59.4307,60.01,71,0,1.01,AR,1618453901
375,Katsuura,35.1333,140.3,59.0,43,20,8.05,JP,1618453901
376,Kaiyuan,23.6977,103.3037,80.28,26,97,11.79,CN,1618453902
377,Ambilobe,-13.2,49.05,70.63,94,99,3.65,MG,1618453902
378,Kamenka,51.3223,42.7678,47.73,72,27,7.25,RU,1618453902
379,Nordfjordeid,61.9063,5.9915,39.99,81,8,3.49,NO,1618453903
380,Caconde,-21.5294,-46.6439,62.13,92,38,4.97,BR,1618453903
381,Kannur,11.8675,75.3576,82.38,74,88,1.39,IN,1618453903
382,Cayenne,4.9333,-52.3333,82.0,89,75,7.4,GF,1618453904
383,Ormara,25.2088,64.6357,79.99,75,42,11.5,PK,1618453904
384,Vila Velha,-20.3297,-40.2925,73.4,78,0,10.36,BR,1618453904
385,La Santisima Trinidad,-14.8333,-64.9,73.99,87,57,2.93,BO,1618453761
386,São José da Coroa Grande,-8.8978,-35.1478,76.5,87,41,6.08,BR,1618453905
387,Saint George,37.1041,-113.5841,66.99,16,1,10.36,US,1618453862
388,Huarmey,-10.0681,-78.1522,67.95,84,90,7.09,PE,1618453905
389,Lagdo,9.05,13.7333,81.91,43,99,4.88,CM,1618453906
390,Maragheh,37.3917,46.2398,41.0,42,0,11.5,IR,1618453906
391,Kamphaeng Phet,16.25,99.5,88.03,50,100,2.86,TH,1618453906
392,Gizo Government Station,-8.103,156.8419,83.61,73,40,7.63,SB,1618453907
393,Algarrobo,10.1869,-74.5753,82.0,81,100,4.45,CO,1618453907
394,Puerto Escondido,15.85,-97.0667,80.6,74,40,6.11,MX,1618453907
395,Barcelos,41.5388,-8.6151,61.0,94,0,2.3,PT,1618453849
396,Rio Grande,-32.035,-52.0986,68.02,74,64,14.41,BR,1618453908
397,Jiamusi,46.8333,130.35,51.82,18,5,8.48,CN,1618453908
398,Koumac,-20.5667,164.2833,78.46,84,100,6.78,NC,1618453908
399,Saint-Leu,-21.15,55.2833,73.4,83,40,5.75,RE,1618453909
400,Belyy Yar,53.6039,91.3903,39.2,81,40,6.71,RU,1618453909
401,Sasso Marconi,44.3995,11.2495,41.0,87,0,4.61,IT,1618453910
402,Bakchar,57.0186,82.0711,38.1,98,100,4.68,RU,1618453910
403,Souillac,-20.5167,57.5167,77.0,88,75,2.3,MU,1618453910
404,Teknāf,20.8624,92.3058,85.33,66,84,2.95,BD,1618453910
405,Airai,-8.9266,125.4092,72.37,42,67,3.13,TL,1618453911
406,Talcahuano,-36.7167,-73.1167,55.4,88,0,2.3,CL,1618453911
407,Nuuk,64.1835,-51.7216,23.0,93,90,25.32,GL,1618453912
408,Moundou,8.5667,16.0833,84.06,38,78,5.28,TD,1618453912
409,Hays,30.0502,-98.0336,78.8,83,90,11.5,US,1618453857
410,Zeya,53.75,127.2667,36.68,48,38,4.83,RU,1618453912
411,Gijang,35.2442,129.2139,59.0,23,0,2.3,KR,1618453913
412,Skjold,55.7971,9.9397,34.0,60,56,7.58,DK,1618453913
413,Kargil,34.5667,76.1,34.83,50,94,2.51,IN,1618453913
414,Serpa,37.9458,-7.5975,59.0,88,90,10.36,PT,1618453914
415,Hyderabad,17.3753,78.4744,73.4,68,40,3.44,IN,1618453844
416,Alofi,-19.0595,-169.9187,82.4,61,40,5.75,NU,1618453914
417,Port Hedland,-20.3167,118.5667,86.0,45,48,16.11,AU,1618453915
418,Willowmore,-33.2926,23.4895,60.6,71,7,2.42,ZA,1618453915
419,Komsomolets,53.7453,62.0708,45.64,66,18,6.29,KZ,1618453915
420,Erenhot,43.6475,111.9767,38.77,52,76,33.24,CN,1618453916
421,Sisimiut,66.9395,-53.6735,6.62,88,41,18.59,GL,1618453916
422,Pamekasan,-7.1568,113.4746,83.82,69,18,1.79,ID,1618453916
423,Ulverstone,-41.15,146.1667,60.01,74,91,4.0,AU,1618453917
424,Krutinka,56.0055,71.5113,46.06,94,46,10.42,RU,1618453917
425,Araouane,18.9048,-3.5265,84.04,13,0,9.91,ML,1618453919
426,Magadan,59.5667,150.8,23.85,89,100,17.16,RU,1618453919
427,Sorong,-0.8833,131.25,86.88,59,78,13.44,ID,1618453920
428,Marondera,-18.1853,31.5519,48.58,93,0,4.61,ZW,1618453920
429,Verkh-Usugli,52.7,115.1667,37.83,21,71,5.7,RU,1618453920
430,Haines Junction,60.7522,-137.5108,44.6,45,38,6.91,CA,1618453921
431,Mashhad,36.297,59.6062,51.8,54,0,1.23,IR,1618453922
432,Dali,25.7,100.1833,65.77,38,1,4.81,CN,1618453741
433,Pangai,-19.8,-174.35,82.4,65,40,4.61,TO,1618453923
434,Laas,46.6166,10.7002,35.01,74,75,5.75,IT,1618453923
435,Reshetylivka,49.565,34.0782,45.82,83,100,5.23,UA,1618453924
436,Lewistown,40.5992,-77.5714,53.6,91,40,3.67,US,1618453924
437,Auki,-8.7676,160.7034,82.09,79,97,2.19,SB,1618453925
438,Makakilo City,21.3469,-158.0858,80.6,47,40,11.5,US,1618453925
439,Mandalgovi,45.7625,106.2708,30.16,34,1,23.33,MN,1618453925
440,Khrebtovaya,56.7032,104.2494,29.86,71,100,8.84,RU,1618453926
441,Buchanan,5.8808,-10.0467,78.13,85,94,2.04,LR,1618453926
442,Raudeberg,61.9875,5.1352,39.99,85,19,6.55,NO,1618453928
443,Caravelas,-17.7125,-39.2481,75.72,68,77,9.19,BR,1618453928
444,San Lorenzo,-25.3333,-57.5333,75.2,88,0,3.44,PY,1618453929
445,Cabedelo,-6.9811,-34.8339,77.0,100,20,4.61,BR,1618453929
446,Sistranda,63.7256,8.834,39.2,81,75,12.66,NO,1618453930
447,Cascais,38.6979,-9.4215,60.01,92,100,6.08,PT,1618453930
448,Voyvozh,62.892,54.9635,36.57,86,100,9.1,RU,1618453931
449,Sarāhan,31.5167,77.8,59.27,32,29,2.98,IN,1618453932
450,Buje,45.41,13.6619,41.0,81,100,8.05,HR,1618453932
451,Prince Albert,53.2001,-105.7677,42.8,36,75,8.05,CA,1618453932
452,Sechura,-5.5569,-80.8222,72.23,70,62,14.65,PE,1618453933
453,Yerbogachën,61.2767,108.0108,29.19,68,38,8.14,RU,1618453933
454,Saint-Pierre,-21.3393,55.4781,73.4,83,40,5.75,RE,1618453933
455,Kawambwa,-9.7915,29.0791,60.6,96,98,4.85,ZM,1618453934
456,Eloy,32.7559,-111.5548,80.01,16,100,11.01,US,1618453934
457,Sakakah,29.9697,40.2064,59.0,21,0,9.22,SA,1618453934
458,Ketchikan,55.3422,-131.6461,50.0,66,1,10.36,US,1618453935
459,Conde,-7.2597,-34.9075,77.0,100,20,4.61,BR,1618453935
460,Adrar,20.5022,-10.0711,72.75,21,24,11.61,MR,1618453935
461,Nizhniy Ingash,56.2,96.53,31.39,79,97,9.57,RU,1618453936
462,Smithers,54.7804,-127.1743,62.6,29,20,5.75,CA,1618453805
463,Kulhudhuffushi,6.6221,73.07,83.71,69,57,6.4,MV,1618453936
464,Atasū,48.6814,71.6433,49.78,44,0,12.1,KZ,1618453937
465,Khovu-Aksy,51.1333,93.6,36.36,64,91,9.44,RU,1618453937
466,Rodrigues Alves,-7.738,-72.6509,72.5,96,98,1.5,BR,1618453937
467,San Jose,37.3394,-121.895,63.0,55,20,13.8,US,1618453644
468,Celestún,20.8667,-90.4,79.72,77,54,14.72,MX,1618453938
469,Alekseyevka,50.6309,38.6903,47.93,93,78,5.59,RU,1618453938
470,Port Moresby,-9.4431,147.1797,87.8,66,40,13.8,PG,1618453938
471,Opuwo,-18.0607,13.84,66.92,39,63,5.73,NA,1618453939
472,Algeciras,36.1333,-5.4505,60.8,77,75,24.16,ES,1618453802
473,Gatesville,31.4352,-97.7439,69.8,77,90,10.36,US,1618453939
474,Tripoli,32.8752,13.1875,59.79,61,99,14.07,LY,1618453927
475,Roald,62.5833,6.1333,39.2,75,90,8.05,NO,1618453940
476,Schisma Eloundas,35.2667,25.7167,59.0,94,0,3.44,GR,1618453940
477,Vrangel',42.7297,133.0839,42.82,63,33,5.79,RU,1618453940
478,Khani,41.9563,42.9566,44.6,81,0,5.75,GE,1618453941
479,Montrose,38.4166,-108.2673,64.4,7,90,21.85,US,1618453941
480,Korla,41.7597,86.1469,62.29,20,9,9.4,CN,1618453941
481,Båtsfjord,70.6345,29.7185,27.05,86,95,14.58,NO,1618453942
482,Yagodnoye,62.55,149.6667,9.7,70,100,3.02,RU,1618453942
483,Son La,21.3167,103.9,84.92,52,87,1.5,VN,1618453942
484,Aksha,50.2814,113.2867,38.21,27,100,12.41,RU,1618453943
485,Hofn,64.2539,-15.2082,43.54,88,100,10.63,IS,1618453943
486,Peddāpuram,17.0833,82.1333,80.6,78,75,11.5,IN,1618453943
487,Manado,1.487,124.8455,87.8,62,20,9.22,ID,1618453928
488,Sampit,-2.5333,112.95,88.27,61,75,2.15,ID,1618453944
489,Boyolangu,-8.1181,111.8935,84.29,68,26,5.82,ID,1618453944
490,Malazgirt,39.1427,42.5401,38.55,70,9,1.34,TR,1618453945
491,Oktyabr'skiy,54.4815,53.471,46.69,77,1,3.85,RU,1618453945
492,Coyhaique,-45.5752,-72.0662,46.4,81,75,3.44,CL,1618453945
493,Ucar,40.519,47.6542,37.4,93,20,4.05,AZ,1618453945
494,Tari,12.4086,4.4914,84.56,11,100,7.76,NG,1618453946
495,Ndélé,8.4109,20.6473,73.31,31,24,2.35,CF,1618453946
496,Urucará,-2.5364,-57.76,74.19,96,100,0.25,BR,1618453946
497,Inuvik,68.3499,-133.7218,35.6,60,100,1.14,CA,1618453751
498,Tuatapere,-46.1333,167.6833,63.0,72,100,5.99,NZ,1618453947
499,Zamora,-4.0692,-78.9567,66.42,98,100,1.79,EC,1618453947
500,Angoche,-16.2325,39.9086,73.94,81,58,7.54,MZ,1618453948
501,Mikuni,36.2171,136.1519,53.6,58,40,13.8,JP,1618453948
502,Funtua,11.5233,7.3081,76.24,31,78,7.27,NG,1618453948
503,São João da Barra,-21.6403,-41.0511,69.13,80,15,9.17,BR,1618453949
504,Ulaanbaatar,47.9077,106.8832,24.8,63,20,17.9,MN,1618453949
505,Quimperlé,47.8667,-3.55,39.2,65,0,9.22,FR,1618453950
506,Moose Factory,51.2585,-80.6094,32.0,100,90,18.41,CA,1618453950
507,Zverinogolovskoye,54.4586,64.8542,44.74,77,20,6.69,RU,1618453950
508,Yārāda,17.65,83.2667,78.8,73,75,3.44,IN,1618453951
509,Kloulklubed,7.0419,134.2556,77.0,94,90,24.16,PW,1618453951
510,Berlin,52.5244,13.4105,37.99,69,0,5.75,DE,1618453886
511,Kodinsk,58.6881,99.1844,33.48,63,39,7.47,RU,1618453952
512,The Valley,18.217,-63.0578,79.0,78,40,6.91,AI,1618453952
513,Goundam,16.4145,-3.6708,84.94,12,77,3.09,ML,1618453953
514,Malakal,9.5334,31.6605,79.88,12,1,4.94,SS,1618453954
515,Oranjemund,-28.55,16.4333,76.24,30,0,7.27,NA,1618453954
516,Cervo,43.6702,-7.4101,41.0,99,5,5.99,ES,1618453957
517,Caledonia,42.8078,-87.9242,39.2,60,90,5.75,US,1618453959
518,Broome,42.2506,-75.833,53.6,71,90,9.22,US,1618453963
519,Bilma,18.6853,12.9164,81.39,8,0,9.19,NE,1618453963
520,Mkushi,-13.6202,29.3939,54.36,92,8,3.4,ZM,1618453963
521,Porto-Novo,6.4965,2.6036,84.2,79,40,11.5,BJ,1618453965
522,Geraldton,-28.7667,114.6,71.6,40,0,21.85,AU,1618453872
523,Mapiripán,2.8892,-72.1256,72.32,97,100,3.04,CO,1618453966
524,Warwick,41.7001,-71.4162,46.99,76,75,8.05,US,1618453968
525,Karema,-6.8205,30.4389,68.38,91,89,7.2,TZ,1618453968
526,Tazovsky,67.4667,78.7,31.87,99,100,10.87,RU,1618453968
527,Yar-Sale,66.8333,70.8333,32.31,94,100,8.32,RU,1618453969
528,Kintampo,8.0563,-1.7306,75.24,74,63,3.49,GH,1618453969
529,Raymond,43.9015,-70.4703,42.01,88,31,3.71,US,1618453969
530,Savelugu,9.6244,-0.8253,86.05,45,47,12.53,GH,1618453970
531,Biabou,13.2,-61.1333,80.6,78,20,6.91,VC,1618453970
532,Kargasok,59.0556,80.8572,38.05,96,100,11.52,RU,1618453926
533,Hualmay,-11.0964,-77.6139,66.56,85,86,7.09,PE,1618453972
534,Esmeraldas,-19.7625,-44.3139,68.0,68,0,11.5,BR,1618453840
535,Gayéri,12.6497,0.4931,86.11,26,56,4.83,BF,1618453972
536,Pindi Bhattian,31.8978,73.273,82.72,29,93,10.13,PK,1618453972
537,Searcy,35.2506,-91.7363,53.6,87,1,2.01,US,1618453973
